Date,AAPL,JNJ,MSFT
2024-11-01,221.25143432617188,152.4453125,404.7487487792969
2024-11-04,220.3581085205078,150.64602661132812,402.8648681640625
2024-11-05,221.7874298095703,150.750732421875,405.82373046875
2024-11-06,221.06285095214844,150.3032989501953,414.42437744140625
2024-11-07,225.7874298095703,149.20848083496094,419.6024169921875
2024-11-08,225.51914978027344,148.0089569091797,416.7520446777344
2024-11-11,222.8064727783203,147.59962463378906,412.2840576171875
2024-11-12,222.8064727783203,145.3147735595703,417.2353515625
2024-11-13,223.69082641601562,145.885986328125,419.3755798339844
2024-11-14,226.7711639404297,144.5817108154297,421.04248046875
2024-11-15,223.57159423828125,146.60952758789062,409.3153076171875
2024-11-18,226.5724334716797,147.34254455566406,410.06494140625
2024-11-19,226.8307647705078,145.65750122070312,412.06707763671875
2024-11-20,227.5461883544922,145.76222229003906,409.798583984375
2024-11-21,227.06924438476562,148.03750610351562,408.029541015625
2024-11-22,228.41065979003906,147.72335815429688,412.11114501953125
2024-11-25,231.39161682128906,148.30409240722656,413.8801574707031
2024-11-26,233.5677032470703,148.28488159179688,422.9722900390625
2024-11-27,233.43853759765625,149.12936401367188,418.0309143066406
2024-11-29,235.8233184814453,148.75511169433594,418.4954528808594
2024-12-02,238.06895446777344,148.55360412597656,425.92724609375
2024-12-03,241.10952758789062,146.21205139160156,426.14471435546875
2024-12-04,241.4672393798828,144.3983154296875,432.291748046875
2024-12-05,241.4970703125,143.48666381835938,437.4307861328125
2024-12-06,241.29833984375,143.2851104736328,438.3696594238281
2024-12-09,245.1835174560547,143.5634307861328,440.7908935546875
2024-12-10,246.197021484375,143.20835876464844,438.1324768066406
2024-12-11,244.92515563964844,140.7228546142578,443.72613525390625
2024-12-12,246.38583374023438,140.3389892578125,444.2893981933594
2024-12-13,246.55477905273438,140.70367431640625,442.0262756347656
2024-12-16,249.44625854492188,138.04544067382812,446.29559326171875
2024-12-17,251.87078857421875,140.5021514892578,449.1319885253906
2024-12-18,246.4752655029297,138.90911865234375,432.2621154785156
2024-12-19,248.20419311523438,137.78636169433594,431.90631103515625
2024-12-20,252.87435913085938,138.64041137695312,431.4813537597656
2024-12-23,253.64942932128906,139.40814208984375,430.1472473144531
2024-12-24,256.5608215332031,139.96473693847656,434.1793518066406
2024-12-26,257.3755798339844,139.7056121826172,432.97369384765625
2024-12-27,253.9673614501953,139.197021484375,425.4825134277344
2024-12-30,250.59889221191406,137.55601501464844,419.8493347167969
2024-12-31,248.83021545410156,138.78436279296875,416.55841064453125
2025-01-02,242.30191040039062,138.20855712890625,413.672607421875
2025-01-03,241.8150177001953,138.37173461914062,418.38671875
2025-01-06,243.44461059570312,137.86309814453125,422.833984375
2025-01-07,240.67233276367188,140.3294219970703,417.4181823730469
2025-01-08,241.15921020507812,136.52920532226562,419.5824890136719
2025-01-10,235.34637451171875,136.32766723632812,414.0382995605469
2025-01-13,232.9119110107422,138.64041137695312,412.2989196777344
2025-01-14,231.79901123046875,138.90911865234375,410.7967224121094
2025-01-15,236.35987854003906,139.12025451660156,421.31201171875
2025-01-16,226.81088256835938,141.80728149414062,419.6022644042969
2025-01-17,228.51995849609375,141.0971221923828,424.0000915527344
2025-01-21,221.2265625,142.17193603515625,423.476318359375
2025-01-22,222.4090118408203,139.40814208984375,440.96881103515625
2025-01-23,222.24012756347656,140.7228546142578,441.4728088378906
2025-01-24,221.3656768798828,140.89559936523438,438.85394287109375
2025-01-27,228.40074157714844,146.72067260742188,429.46533203125
2025-01-28,236.7473907470703,144.31195068359375,441.9571228027344
2025-01-29,237.84042358398438,145.05087280273438,437.1441650390625
2025-01-30,236.0816650390625,146.7014617919922,410.1247253417969
2025-01-31,234.50177001953125,146.01051330566406,410.19390869140625
2025-02-03,226.56246948242188,145.7418212890625,406.10247802734375
2025-02-04,231.32208251953125,147.2964630126953,407.5354309082031
2025-02-05,230.99417114257812,148.4480438232422,408.4446716308594
2025-02-06,231.73941040039062,147.31565856933594,410.9449768066406
2025-02-07,226.18492126464844,146.94139099121094,404.9461364746094
2025-02-10,226.45346069335938,148.0161895751953,407.38720703125
2025-02-11,231.39735412597656,149.8299102783203,406.6163635253906
2025-02-12,235.62501525878906,148.99501037597656,404.24444580078125
2025-02-13,240.26051330566406,150.9047393798828,405.72686767578125
2025-02-14,243.31439208984375,149.84912109375,403.6416320800781
2025-02-18,243.18507385253906,149.926513671875,404.8374328613281
2025-02-19,243.5829620361328,152.7317657470703,409.9072570800781
2025-02-20,244.53793334960938,154.46327209472656,412.0759582519531
2025-02-21,244.2593994140625,156.9976806640625,404.23309326171875
2025-02-24,245.80125427246094,158.39064025878906,400.0641174316406
2025-02-25,245.74154663085938,160.6638641357422,394.0235595703125
2025-02-26,239.0966796875,157.75222778320312,395.8357238769531
2025-02-27,236.05274963378906,158.38095092773438,388.70587158203125
2025-02-28,240.5688934326172,159.62881469726562,393.12237548828125
2025-03-03,236.77890014648438,161.81500244140625,384.7052307128906
2025-03-04,234.68994140625,160.01576232910156,384.82403564453125
2025-03-05,234.50096130371094,159.7255401611328,397.1131591796875
2025-03-06,234.09312438964844,160.41236877441406,393.0234069824219
2025-03-07,237.8134765625,161.24427795410156,389.478271484375
2025-03-10,226.2843780517578,162.22125244140625,376.4563903808594
2025-03-11,219.6792755126953,160.4413604736328,376.74359130859375
2025-03-12,215.8395538330078,157.5297088623047,379.53607177734375
2025-03-13,208.57791137695312,157.6651611328125,375.07989501953125
2025-03-14,212.36790466308594,157.4910125732422,384.7745361328125
2025-03-17,212.87521362304688,157.52003479003906,384.9132080078125
2025-03-18,211.57211303710938,158.88397216796875,379.78369140625
2025-03-19,214.10870361328125,157.6651611328125,384.04180908203125
2025-03-20,212.97470092773438,157.69415283203125,383.0712890625
2025-03-21,217.12277221679688,158.28424072265625,387.4482727050781
2025-03-24,219.56983947753906,157.955322265625,389.25054931640625
2025-03-25,222.573974609375,155.75950622558594,391.3102722167969
2025-03-26,220.3656463623047,156.4366455078125,386.17083740234375
2025-03-27,222.67344665527344,157.8005828857422,386.77484130859375
2025-03-28,216.7547149658203,158.3616180419922,375.109619140625
2025-03-31,220.96249389648438,160.4220428466797,371.7328796386719
2025-04-01,222.0169219970703,148.24334716796875,378.4666442871094
2025-04-02,222.7132568359375,150.28440856933594,378.4171447753906
2025-04-03,202.1220245361328,154.59872436523438,369.47503662109375
2025-04-04,187.389892578125,148.23370361328125,356.3343200683594
2025-04-07,180.50625610351562,145.6992645263672,354.3736267089844
2025-04-08,171.51373291015625,145.09951782226562,351.1058044433594
2025-04-09,197.8048553466797,146.037841796875,386.6857604980469
2025-04-10,189.4191436767578,143.83230590820312,377.63482666015625
2025-04-11,197.1085205078125,146.77301025390625,384.6656494140625
2025-04-14,201.45555114746094,149.3170928955078,384.0318298339844
2025-04-15,201.07754516601562,148.6012725830078,381.9721374511719
2025-04-16,193.2489013671875,148.8817901611328,367.9896545410156
2025-04-17,195.94467163085938,152.32546997070312,364.1969909667969
2025-04-21,192.14476013183594,151.79344177246094,355.621337890625
2025-04-22,198.69017028808594,152.59632873535156,363.24639892578125
2025-04-23,203.52462768554688,150.30377197265625,370.74261474609375
2025-04-24,207.27479553222656,149.8684539794922,383.52679443359375
2025-04-25,208.18002319335938,149.5299072265625,388.0325622558594
2025-04-28,209.03549194335938,150.2747344970703,387.3492126464844
2025-04-29,210.0998992919922,150.8164520263672,390.201171875
2025-04-30,211.38308715820312,151.20335388183594,391.4093322753906
2025-05-01,212.19879150390625,149.413818359375,421.2556457519531
2025-05-02,204.27069091796875,151.0195770263672,431.0394287109375
2025-05-05,197.84463500976562,149.93617248535156,431.92071533203125
2025-05-06,197.4666290283203,149.42349243164062,429.0885925292969
2025-05-07,195.218505859375,152.16104125976562,429.1282043457031
2025-05-08,196.45201110839844,150.57461547851562,433.9012756347656
2025-05-09,197.48654174804688,149.18167114257812,434.455810546875
2025-05-12,209.95706176757812,149.10426330566406,444.8831787109375
2025-05-13,212.08859252929688,143.5904998779297,444.7644348144531
2025-05-14,211.490966796875,141.57846069335938,448.52734375
2025-05-15,210.6144561767578,144.72225952148438,449.5392761230469
2025-05-16,210.42518615722656,146.38607788085938,450.6701965332031
2025-05-19,207.9550018310547,147.5081787109375,455.2337951660156
2025-05-20,206.04258728027344,148.63995361328125,454.5393371582031
2025-05-21,201.2914276123047,148.1756134033203,448.9837341308594
2025-05-22,200.56431579589844,147.62425231933594,451.25555419921875
2025-05-23,194.49839782714844,147.9434814453125,446.6126403808594
2025-05-27,199.4188690185547,149.51422119140625,457.03936767578125
2025-05-28,199.62803649902344,148.7141876220703,453.7357482910156
2025-05-29,199.15988159179688,149.836181640625,455.0453186035156
2025-05-30,200.05633544921875,151.42645263671875,456.71197509765625
2025-06-02,200.90296936035156,151.61180114746094,458.3092346191406
2025-06-03,202.46676635742188,150.65570068359375,459.3013000488281
2025-06-04,202.01856994628906,149.48495483398438,460.19415283203125
2025-06-05,199.8372039794922,149.9142303466797,463.9739990234375
2025-06-06,203.11419677734375,151.25083923339844,466.6525573730469
2025-06-09,200.65394592285156,151.44595336914062,469.0038146972656
2025-06-10,201.869140625,152.63621520996094,467.1883239746094
2025-06-11,197.9945068359375,151.4752197265625,468.8748474121094
2025-06-12,198.41285705566406,152.84109497070312,475.0752868652344
2025-06-13,195.67372131347656,153.27037048339844,471.1962890625
2025-06-16,197.63592529296875,151.4362030029297,475.3431701660156
2025-06-17,194.86691284179688,148.6654510498047,474.25189208984375
2025-06-18,195.80320739746094,147.0556640625,476.4344482421875
2025-06-20,200.20574951171875,146.13856506347656,473.6169128417969
2025-06-23,200.70375061035156,147.63128662109375,482.1488037109375
2025-06-24,199.50851440429688,148.48007202148438,486.2262268066406
2025-06-25,200.7635498046875,148.56788635253906,488.3691101074219
2025-06-26,200.20574951171875,148.304443359375,493.508056640625
2025-06-27,200.28543090820312,148.6947021484375,492.0100402832031
2025-06-30,204.3592529296875,149.02642822265625,493.4683837890625
2025-07-01,206.99879455566406,152.11912536621094,488.15081787109375
2025-07-02,211.60052490234375,151.7678985595703,487.198486328125
2025-07-03,212.70614624023438,152.2069549560547,494.8870849609375
2025-07-07,209.120361328125,151.4849853515625,493.7759094238281
2025-07-08,209.1801300048828,151.9923095703125,492.68463134765625
2025-07-09,210.30567932128906,152.47036743164062,499.5200500488281
2025-07-10,211.57064819335938,153.84597778320312,497.5061340332031
2025-07-11,210.32557678222656,153.0752410888672,499.3315734863281
2025-07-14,207.7956085205078,152.99720764160156,499.0339050292969
2025-07-15,208.28369140625,151.38742065429688,501.811767578125
2025-07-16,209.32955932617188,160.76315307617188,501.6133117675781
2025-07-17,209.1901092529297,159.0070343017578,507.6451416015625
2025-07-18,210.3455047607422,159.70947265625,506.0082092285156
2025-07-21,211.640380859375,160.3533935546875,506.01812744140625
2025-07-22,213.5527801513672,163.8363800048828,501.26611328125
2025-07-23,213.30377197265625,164.97787475585938,501.861328125
2025-07-24,212.91531372070312,165.42662048339844,506.8316345214844
2025-07-25,213.0348358154297,164.19735717773438,509.6392517089844
2025-07-28,213.2041778564453,162.16806030273438,508.4388427734375
2025-07-29,210.43515014648438,164.01199340820312,508.5082702636719
2025-07-30,208.22393798828125,163.1826934814453,509.1729736328125
2025-07-31,206.74978637695312,160.72413635253906,529.2723999023438
2025-08-01,201.58030700683594,163.25099182128906,519.9568481445312
2025-08-04,202.5464630126953,166.8705291748047,531.3953857421875
2025-08-05,202.11814880371094,166.577880859375,523.5679931640625
2025-08-06,212.40733337402344,166.4315185546875,520.7802124023438
2025-08-07,219.16053771972656,167.34860229492188,516.7127075195312
2025-08-08,228.44371032714844,169.104736328125,517.9031982421875
2025-08-11,226.53909301757812,169.58279418945312,517.6353759765625
2025-08-12,229.00213623046875,168.56813049316406,525.0460815429688
2025-08-13,232.6717529296875,170.16815185546875,516.454833984375
2025-08-14,232.12330627441406,170.46084594726562,518.3396606445312
2025-08-15,230.93666076660156,172.33404541015625,516.0479736328125
2025-08-18,230.23863220214844,171.9535369873047,513.0023193359375
2025-08-19,229.90956115722656,173.4657745361328,505.7304382324219
2025-08-20,225.3723907470703,174.4804229736328,501.7125549316406
